time,latitude,longitude,depth,mag,magType,rms,net,id,updated,Date,place,Type,status,locationSource,magSource,Day
2024-04-03T00:56:01.070Z,35.5376667,-117.5051667,6.88,2.5,ml,0.13,ci,ci40704112,2024-04-05T01:05:30.040Z,2024-04-05,"18 km ESE of Ridgecrest, CA",earthquake,reviewed,ci,ci,5
2024-04-03T00:50:46.617Z,23.7842,121.5559,27.352,5.2,mb,1.11,us,us7000m9gx,2024-04-03T01:59:10.643Z,2024-04-03,"21 km SSW of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T00:46:44.212Z,24.1465,121.7427,10,5.7,mb,0.75,us,us7000m9gp,2024-04-04T00:53:00.960Z,2024-04-04,"23 km NE of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-03T00:44:45.571Z,68.6017,-147.3205,5,2.9,ml,0.57,ak,ak0244bgs5i3,2024-04-05T01:16:30.040Z,2024-04-05,"90 km NW of Arctic Village, Alaska",earthquake,reviewed,ak,ak,5
2024-04-03T00:43:55.149Z,23.9598,121.5954,10,5.5,mb,0.71,us,us7000m9gm,2024-04-04T00:50:04.386Z,2024-04-04,"2 km SSW of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-03T00:39:55.329Z,62.1881,-144.8488,12.7,3.2,ml,0.89,ak,ak0244bgr3m4,2024-04-03T00:41:39.437Z,2024-04-03,"26 km ESE of Gakona, Alaska",earthquake,automatic,ak,ak,3
2024-04-03T00:35:36.724Z,24.1609,121.7097,10,5.7,mb,0.78,us,us7000m9gh,2024-04-04T15:18:41.094Z,2024-04-04,"23 km NNE of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-03T00:11:25.327Z,24.0639,121.6717,12.564,6.4,mww,0.91,us,us7000m9gc,2024-04-04T11:45:46.113Z,2024-04-04,"11 km NE of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-02T23:58:11.228Z,23.819,121.5616,34.75,7.4,mww,1.18,us,us7000m9g4,2024-04-08T01:05:08.064Z,2024-04-08,"18 km SSW of Hualien City, Taiwan",earthquake,reviewed,us,us,8
2024-04-02T23:16:51.093Z,5.4407,-72.3855,10,4.9,mb,0.6,us,us7000m9g0,2024-04-02T23:36:25.040Z,2024-04-02,"11 km N of Yopal, Colombia",earthquake,reviewed,us,us,2
2024-04-02T23:16:41.742Z,55.3191,-162.4359,150.919,2.8,ml,0.38,us,us7000m9g8,2024-04-05T01:40:18.040Z,2024-04-05,"23 km NE of Cold Bay, Alaska",earthquake,reviewed,us,us,5
2024-04-02T22:37:56.784Z,61.8708,-149.3309,0.4,2.9,ml,0.93,ak,ak0244a6av3b,2024-04-02T23:07:08.040Z,2024-04-02,"14 km NNW of Fishhook, Alaska",earthquake,automatic,ak,ak,2
2024-04-02T22:17:27.154Z,31.473,-94.404,7.6416,3,ml,0.3,tx,tx2024gnul,2024-04-04T04:34:43.207Z,2024-04-04,"5 km WSW of Chireno, Texas",earthquake,reviewed,tx,tx,4
2024-04-02T22:16:44.425Z,15.8873,146.8927,10,5.2,mww,0.94,us,us7000m9fv,2024-04-03T22:21:06.377Z,2024-04-03,"143 km ENE of Saipan, Northern Mariana Islands",earthquake,reviewed,us,us,3
2024-04-02T21:23:42.620Z,-7.8786,128.2202,62.66,4.4,mb,0.8,us,us7000m9fp,2024-04-02T21:59:21.040Z,2024-04-02,"152 km ENE of Lospalos, Timor Leste",earthquake,reviewed,us,us,2
2024-04-02T21:20:39.810Z,46.606833333333334,-122.7103333,24.28,2.93,ml,0.16,uw,uw61985927,2024-04-04T03:06:36.386Z,2024-04-04,"3 km N of Onalaska, Washington",earthquake,reviewed,uw,uw,4
2024-04-02T20:36:39.380Z,18.5558,-68.6608,144,4,md,0.31,pr,pr2024093001,2024-04-07T18:22:49.040Z,2024-04-07,"8 km SE of SalvaleÃ³n de HigÃ¼ey, Dominican Republic",earthquake,reviewed,pr,pr,7
2024-04-02T19:26:35.261Z,23.4208,120.2817,23.145,4.2,mwr,1.02,us,us7000m9eu,2024-04-03T16:13:36.436Z,2024-04-03,"18 km WSW of Pizitou, Taiwan",earthquake,reviewed,us,us,3
2024-04-02T19:07:42.317Z,42.9871,18.6344,10,4,mwr,0.82,us,us7000m9ep,2024-04-03T11:13:16.766Z,2024-04-03,"20 km NE of BileÄ‡a, Bosnia and Herzegovina",earthquake,reviewed,us,us,3
2024-04-02T18:51:37.600Z,19.051,-155.364,33.54,2.76,ml,0.12,hv,hv74159097,2024-04-07T18:19:23.040Z,2024-04-07,"20 km SE of PÄhala, Hawaii",earthquake,reviewed,hv,hv,7
2024-04-02T17:53:59.025Z,65.026,-167.6604,10,2.9,mb_lg,0.61,us,us7000m9ee,2024-04-03T14:05:10.040Z,2024-04-03,"46 km SW of Port Clarence, Alaska",earthquake,reviewed,us,us,3
2024-04-02T16:34:37.955Z,-43.2239,170.9113,6.631,3.9,mwr,0.93,us,us7000m9e6,2024-04-02T20:55:32.040Z,2024-04-02,"56 km S of Hokitika, New Zealand",earthquake,reviewed,us,us,2
2024-04-02T16:17:09.976Z,-3.2862,123.3232,10,4.8,mb,0.51,us,us7000m9e3,2024-04-03T11:33:29.040Z,2024-04-03,"117 km NE of Kendari, Indonesia",earthquake,reviewed,us,us,3
2024-04-02T15:55:32.511Z,-3.308,123.3807,10.09,4.8,mww,0.6,us,us7000m9e0,2024-04-03T11:27:30.040Z,2024-04-03,"121 km NE of Kendari, Indonesia",earthquake,reviewed,us,us,3
2024-04-02T15:53:36.342Z,46.905,-112.5156,13.377,3.1,ml,0.71,us,us7000m9dz,2024-04-06T20:58:20.138Z,2024-04-06,"13 km ESE of Lincoln, Montana",earthquake,reviewed,us,us,6
2024-04-02T15:07:25.046Z,60.1722,-151.0753,54.9,2.5,ml,0.63,ak,ak0244a1ybyr,2024-04-02T19:14:46.040Z,2024-04-02,"18 km ESE of Clam Gulch, Alaska",earthquake,automatic,ak,ak,2
2024-04-02T13:33:41.610Z,36.4905,27.6555,12.355,4.2,mwr,0.55,us,us7000m9cn,2024-04-02T19:12:49.165Z,2024-04-02,"21 km SW of SÃ½mi, Greece",earthquake,reviewed,us,us,2
2024-04-02T11:24:16.970Z,36.1035,-89.7665,9.07,2.47,md,0.08,nm,nm60575811,2024-04-02T20:36:49.886Z,2024-04-02,"6 km ENE of Steele, Missouri",earthquake,reviewed,nm,nm,2
2024-04-02T11:13:00.992Z,57.5011,-153.8928,35.1,2.8,ml,0.48,ak,ak02449zltyr,2024-04-02T17:23:35.040Z,2024-04-02,"6 km SE of Larsen Bay, Alaska",earthquake,automatic,ak,ak,2
2024-04-02T09:54:09.025Z,15.8161,146.8662,10,6.2,mww,0.63,us,us7000m9bq,2024-04-07T10:04:22.161Z,2024-04-07,"136 km ENE of Saipan, Northern Mariana Islands",earthquake,reviewed,us,us,7
2024-04-02T06:22:03.210Z,37.72616667,-113.0961667,-0.1,2.45,ml,0.26,uu,uu80063576,2024-04-04T22:08:00.693Z,2024-04-04,"6 km NNW of Cedar City, Utah",earthquake,reviewed,uu,uu,4
2024-04-02T05:19:49.342Z,-19.8478,-71.2097,43.515,4.9,mb,1.32,us,us7000m9ax,2024-04-02T11:47:49.927Z,2024-04-02,"117 km WNW of Puerto, Chile",earthquake,reviewed,us,us,2
2024-04-02T05:08:26.903Z,32.296,141.9733,18.967,4.6,mb,0.67,us,us7000m9av,2024-04-02T05:56:54.040Z,2024-04-02,"Izu Islands, Japan region",earthquake,reviewed,us,us,2
2024-04-02T05:00:43.529Z,31.632,-104.51,7.4841,3.2,ml,0.2,tx,tx2024gmmf,2024-04-03T05:07:39.021Z,2024-04-03,"61 km SSW of Whites City, New Mexico",earthquake,reviewed,tx,tx,3
2024-04-02T04:06:52.640Z,19.25766667,-155.4103333,32,2.65,ml,0.12,hv,hv74158447,2024-04-02T05:10:13.040Z,2024-04-02,"9 km NE of PÄhala, Hawaii",earthquake,reviewed,hv,hv,2
2024-04-02T03:54:41.877Z,63.9515,-149.1438,0.2,2.9,ml,1.21,ak,ak02449v38mu,2024-04-02T05:45:09.149Z,2024-04-02,"7 km S of Ferry, Alaska",earthquake,reviewed,ak,ak,2
2024-04-02T03:48:15.890Z,44.42966667,-115.2001667,3.72,2.49,ml,0.15,mb,mb90044733,2024-04-02T14:09:16.080Z,2024-04-02,"31 km NW of Stanley, Idaho",earthquake,reviewed,mb,mb,2
2024-04-02T03:04:19.750Z,38.8226662,-122.8095016,1.49,2.49,md,0.15,nc,nc74027706,2024-04-02T03:07:12.367Z,2024-04-02,"7 km NW of The Geysers, CA",earthquake,automatic,nc,nc,2
2024-04-02T03:04:16.370Z,38.8243332,-122.8106689,1.3,2.6,md,0.02,nc,nc74027701,2024-04-03T04:34:15.784Z,2024-04-03,"7 km NW of The Geysers, CA",earthquake,automatic,nc,nc,3
2024-04-02T02:03:19.647Z,30.114,-96.696,19.9951,2.8,ml,0.2,tx,tx2024gmgj,2024-04-04T12:18:35.335Z,2024-04-04,"4 km SSW of Carmine, Texas",earthquake,reviewed,tx,tx,4
2024-04-02T00:56:07.590Z,18.1743,-68.2161,90,3.6,md,0.28,pr,pr2024093000,2024-04-02T02:03:52.223Z,2024-04-02,"47 km ESE of Boca de Yuma, Dominican Republic",earthquake,reviewed,pr,pr,2
2024-04-02T00:15:41.164Z,-21.6522,-68.5929,140.99,4.1,mb,0.48,us,us7000m99t,2024-04-02T00:45:00.040Z,2024-04-02,"58 km SW of OllagÃ¼e, Chile",earthquake,reviewed,us,us,2
2024-04-02T00:03:22.114Z,23.4277,124.8803,10,4.6,mb,0.57,us,us7000m99r,2024-04-02T13:35:38.040Z,2024-04-02,"125 km SE of Ishigaki, Japan",earthquake,reviewed,us,us,2
2024-04-01T23:39:12.350Z,19.28516667,-155.2065,7.85,2.62,ml,0.11,hv,hv74158277,2024-04-01T23:57:49.140Z,2024-04-01,"17 km S of Volcano, Hawaii",earthquake,reviewed,hv,hv,1
2024-04-01T23:22:49.079Z,57.2696,-153.0693,27.1,3,ml,0.83,ak,ak02448j9pvv,2024-04-01T23:41:18.040Z,2024-04-01,"16 km ENE of Old Harbor, Alaska",earthquake,automatic,ak,ak,1
2024-04-01T21:31:46.762Z,65.01,-170.2654,28.6,3.7,ml,1.03,ak,ak02448i4rvz,2024-04-01T22:45:03.040Z,2024-04-01,"73 km SSE of Lavrentiya, Russia",earthquake,reviewed,ak,ak,1
2024-04-01T21:16:58.367Z,43.2754,-126.8804,10,3.1,ml,0.39,us,us7000m997,2024-04-01T21:44:46.040Z,2024-04-01,"201 km W of Langlois, Oregon",earthquake,reviewed,us,us,1
2024-04-01T21:11:17.054Z,-21.0241,-178.5182,540.952,4.7,mb,0.8,us,us7000m996,2024-04-02T05:04:57.040Z,2024-04-02,Fiji region,earthquake,reviewed,us,us,2
2024-04-01T19:38:05.187Z,32.092,-101.643,6.2256,2.5,ml,0.1,tx,tx2024gltq,2024-04-02T18:56:17.357Z,2024-04-02,"14 km ESE of Stanton, Texas",earthquake,reviewed,tx,tx,2
2024-04-01T19:29:39.314Z,55.2295,-156.9265,10,3.8,ml,0.43,us,us7000m98i,2024-04-01T20:00:45.040Z,2024-04-01,"150 km SE of Chignik, Alaska",earthquake,reviewed,us,us,1
2024-04-01T19:24:36.698Z,40.1385,141.7057,72.855,5.9,mww,1.13,us,us7000m98g,2024-04-03T06:22:24.317Z,2024-04-03,"7 km SW of Kuji, Japan",earthquake,reviewed,us,us,3
2024-04-01T18:26:46.814Z,62.3531,-149.1388,0.4,2.5,ml,0.5,ak,ak02448gbejt,2024-04-02T04:03:26.955Z,2024-04-02,"42 km ENE of Susitna North, Alaska",earthquake,automatic,ak,ak,2
2024-04-01T17:52:30.770Z,32.913,-116.24,8.51,2.93,ml,0.21,ci,ci40703056,2024-04-07T11:05:35.574Z,2024-04-07,"28 km SSW of Ocotillo Wells, CA",earthquake,reviewed,ci,ci,7
2024-04-01T15:58:42.451Z,42.9826,-126.274,10,3.1,ml,0.93,us,us7000m97b,2024-04-01T18:45:05.735Z,2024-04-01,"147 km W of Port Orford, Oregon",earthquake,reviewed,us,us,1
2024-04-01T15:31:08.561Z,8.1776,-103.4047,10,4.5,mb,0.6,us,us7000m97a,2024-04-01T16:03:57.040Z,2024-04-01,northern East Pacific Rise,earthquake,reviewed,us,us,1
2024-04-01T14:45:16.109Z,8.2511,-103.2264,10,5.3,mww,0.69,us,us7000m976,2024-04-02T14:48:29.065Z,2024-04-02,northern East Pacific Rise,earthquake,reviewed,us,us,2
2024-04-01T14:11:20.375Z,28.893,-98.362,4.8096,2.5,ml,0.2,tx,tx2024gliw,2024-04-07T18:17:44.040Z,2024-04-07,"14 km SE of Pleasanton, Texas",earthquake,reviewed,tx,tx,7
2024-04-01T13:33:37.717Z,58.2203,-151.39,17.9,2.7,ml,0.71,ak,ak02448ddpu3,2024-04-01T14:54:07.040Z,2024-04-01,"73 km ENE of Ouzinkie, Alaska",earthquake,automatic,ak,ak,1
2024-04-01T13:23:31.172Z,-10.3734,-75.5586,24.773,4.3,mb,1.27,us,us7000m96y,2024-04-01T14:42:14.040Z,2024-04-01,"28 km NW of Oxapampa, Peru",earthquake,reviewed,us,us,1
2024-04-01T10:25:14.897Z,-21.3226,-67.2072,204.296,4.6,mb,1.21,us,us7000m96m,2024-04-01T12:37:21.040Z,2024-04-01,"103 km SSW of Uyuni, Bolivia",earthquake,reviewed,us,us,1
2024-04-01T08:46:59.672Z,38.1684,-117.784,12.2,2.6,ml,0.1064,nn,nn00875640,2024-04-02T08:04:37.040Z,2024-04-02,"37 km SE of Mina, Nevada",earthquake,reviewed,nn,nn,2
2024-04-01T08:33:04.634Z,-17.6208,-178.5831,566.117,4.4,mb,0.54,us,us7000m968,2024-04-01T09:51:08.040Z,2024-04-01,"228 km ENE of Levuka, Fiji",earthquake,reviewed,us,us,1
2024-04-01T08:22:01.440Z,35.8756667,-117.6916667,8.72,2.45,ml,0.16,ci,ci40702792,2024-04-02T07:47:50.040Z,2024-04-02,"20 km ESE of Little Lake, CA",earthquake,reviewed,ci,ci,2
2024-04-01T07:41:13.089Z,14.768,-92.7083,71.826,4,mb,0.45,us,us7000m960,2024-04-02T07:37:33.040Z,2024-04-02,"27 km WSW of Buenos Aires, Mexico",earthquake,reviewed,us,us,2
2024-04-01T07:27:59.170Z,19.41799927,-155.2714996,10.60000038,2.6400001,md,0.189999998,hv,hv74157517,2024-04-01T07:30:03.780Z,2024-04-01,"4 km SW of Volcano, Hawaii",earthquake,automatic,hv,hv,1
2024-04-01T07:23:10.780Z,19.38066673,-155.258667,1.870000005,2.6099999,md,0.090000004,hv,hv74157507,2024-04-01T07:24:58.770Z,2024-04-01,"7 km SSW of Volcano, Hawaii",earthquake,automatic,hv,hv,1
2024-04-01T07:18:20.721Z,58.8934,-152.6909,57.8,4,ml,0.59,ak,ak024489pv3m,2024-04-01T19:02:24.573Z,2024-04-01,"67 km SW of Nanwalek, Alaska",earthquake,reviewed,ak,ak,1
2024-04-01T07:06:56.020Z,19.252,-155.406,32.5,2.68,md,0.11,hv,hv74157487,2024-04-01T20:12:29.340Z,2024-04-01,"9 km NE of PÄhala, Hawaii",earthquake,reviewed,hv,hv,1
2024-04-01T05:58:55.580Z,19.25533333,-155.4101667,33.06,2.85,ml,0.12,hv,hv74157402,2024-04-01T20:21:06.447Z,2024-04-01,"9 km NE of PÄhala, Hawaii",earthquake,reviewed,hv,hv,1
2024-04-01T05:40:22.380Z,18.22133333,-67.22216667,109.53,3.15,md,0.18,pr,pr71444443,2024-04-01T18:33:14.590Z,2024-04-01,"8 km SSW of La Playa, Puerto Rico",earthquake,reviewed,pr,pr,1
2024-04-01T05:22:56.283Z,-22.4632,-68.6709,112.48,4.1,mb,0.37,us,us7000m95j,2024-04-01T11:18:19.040Z,2024-04-01,"26 km E of Calama, Chile",earthquake,reviewed,us,us,1
2024-04-01T05:08:58.180Z,47.7795,-122.5705,24.16,2.81,ml,0.23,uw,uw61985547,2024-04-02T14:44:48.363Z,2024-04-02,"4 km NW of Indianola, Washington",earthquake,reviewed,uw,uw,2
2024-04-01T04:44:57.479Z,15.4095,120.497,134.902,4.6,mb,0.52,us,us7000m95f,2024-04-02T00:54:46.040Z,2024-04-02,"4 km NNE of Santa Lucia, Philippines",earthquake,reviewed,us,us,2
2024-04-01T04:34:13.273Z,16.8545,-96.409,10,4.4,mb,0.84,us,us7000m95c,2024-04-03T00:52:17.154Z,2024-04-03,"3 km WSW of Santiago Matatlán, Mexico",earthquake,reviewed,us,us,3
2024-04-01T04:15:22.950Z,18.03666667,-66.73166667,40.73,2.45,md,0.13,pr,pr71444433,2024-04-01T04:26:30.160Z,2024-04-01,"2 km SSW of PeÃ±uelas, Puerto Rico",earthquake,reviewed,pr,pr,1
2024-04-01T02:45:56.400Z,19.256,-155.4073333,31.79,2.85,ml,0.12,hv,hv74157202,2024-04-01T03:19:45.085Z,2024-04-01,"9 km NE of PÄhala, Hawaii",earthquake,reviewed,hv,hv,1
2024-04-01T01:39:04.000Z,-6.2336,155.0792,149.74,5.1,mww,0.37,us,us7000m94s,2024-04-02T00:13:12.040Z,2024-04-02,"45 km WNW of Panguna, Papua New Guinea",earthquake,reviewed,us,us,2
